student_ID,gender ,student_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,mean,median,standard_deviation,maximum,minimum,total_score,status(P/F),overall_performance
808,female,group E,high school,reduced,Incomplete,41,45,40,42.0,41.0,2.65,45,40,126,Pass,Average
809,male,group C,high school,standard,Incomplete,90,75,69,78.0,75.0,10.82,90,69,234,Pass,Good
810,male,group B,bachelor's degree,standard,Incomplete,59,54,51,54.7,54.0,4.04,59,51,164,Pass,Average
811,male,group A,partial high school,standard,Incomplete,51,31,36,39.3,36.0,10.41,51,31,118,Fail,Poor
812,male,group A,high school,reduced,Incomplete,45,47,49,47.0,47.0,2.00,49,45,141,Pass,Average
813,female,group C,master's degree,standard,completed,54,64,67,61.7,64.0,6.81,67,54,185,Pass,Average
814,male,group E,partial high school,standard,completed,87,84,76,82.3,84.0,5.69,87,76,247,Pass,Good
815,female,group C,high school,standard,Incomplete,72,80,83,78.3,80.0,5.69,83,72,235,Pass,Good
816,male,group B,partial high school,standard,completed,94,86,87,89.0,87.0,4.36,94,86,267,Pass,Excellent
817,female,group A,bachelor's degree,standard,Incomplete,45,59,64,56.0,59.0,9.85,64,45,168,Pass,Average
818,male,group D,bachelor's degree,reduced,completed,61,70,76,69.0,70.0,7.55,76,61,207,Pass,Good
819,female,group B,high school,reduced,Incomplete,60,72,68,66.7,68.0,6.11,72,60,200,Pass,Good
820,female,group C,partial high school,standard,Incomplete,77,91,88,85.3,88.0,7.37,91,77,256,Pass,Excellent
821,female,group A,partial high school,standard,completed,85,90,92,89.0,90.0,3.61,92,85,267,Pass,Excellent
822,female,group D,bachelor's degree,reduced,Incomplete,78,90,93,87.0,90.0,7.94,93,78,261,Pass,Excellent
823,male,group E,partial college,reduced,completed,49,52,51,50.7,51.0,1.53,52,49,152,Pass,Average
824,female,group B,high school,reduced,Incomplete,71,87,82,80.0,82.0,8.19,87,71,240,Pass,Good
825,female,group C,partial high school,reduced,Incomplete,48,58,52,52.7,52.0,5.03,58,48,158,Pass,Average
826,male,group C,high school,standard,Incomplete,62,67,58,62.3,62.0,4.51,67,58,187,Pass,Average
827,female,group C,associate's degree,reduced,completed,56,68,70,64.7,68.0,7.57,70,56,194,Pass,Average
828,female,group C,partial high school,standard,Incomplete,65,69,76,70.0,69.0,5.57,76,65,210,Pass,Good
829,female,group D,partial high school,reduced,completed,69,86,81,78.7,81.0,8.74,86,69,236,Pass,Good
830,male,group B,partial high school,standard,Incomplete,68,54,53,58.3,54.0,8.39,68,53,175,Pass,Average
831,female,group A,partial college,reduced,Incomplete,61,60,57,59.3,60.0,2.08,61,57,178,Pass,Average
832,female,group C,bachelor's degree,reduced,completed,74,86,89,83.0,86.0,7.94,89,74,249,Pass,Good
833,male,group A,bachelor's degree,standard,Incomplete,64,60,58,60.7,60.0,3.06,64,58,182,Pass,Average
834,female,group B,high school,standard,completed,77,82,89,82.7,82.0,6.03,89,77,248,Pass,Good
835,male,group B,partial college,standard,Incomplete,58,50,45,51.0,50.0,6.56,58,45,153,Pass,Average
836,female,group C,high school,standard,completed,60,64,74,66.0,64.0,7.21,74,60,198,Pass,Average
837,male,group E,high school,standard,Incomplete,73,64,57,64.7,64.0,8.02,73,57,194,Pass,Average
838,female,group A,high school,standard,completed,75,82,79,78.7,79.0,3.51,82,75,236,Pass,Good
839,male,group B,associate's degree,reduced,completed,58,57,53,56.0,57.0,2.65,58,53,168,Pass,Average
840,female,group C,associate's degree,standard,Incomplete,66,77,73,72.0,73.0,5.57,77,66,216,Pass,Good
841,female,group D,high school,reduced,Incomplete,39,52,46,45.7,46.0,6.51,52,39,137,Fail,Average
842,male,group C,partial high school,standard,Incomplete,64,58,51,57.7,58.0,6.51,64,51,173,Pass,Average
843,female,group B,high school,reduced,completed,23,44,36,34.3,36.0,10.60,44,23,103,Fail,Poor
844,male,group B,partial college,reduced,completed,74,77,76,75.7,76.0,1.53,77,74,227,Pass,Good
845,female,group D,partial high school,reduced,completed,40,65,64,56.3,64.0,14.15,65,40,169,Pass,Average
846,male,group E,master's degree,standard,Incomplete,90,85,84,86.3,85.0,3.21,90,84,259,Pass,Excellent
847,male,group C,master's degree,standard,completed,91,85,85,87.0,85.0,3.46,91,85,261,Pass,Excellent
848,male,group D,high school,standard,Incomplete,64,54,50,56.0,54.0,7.21,64,50,168,Pass,Average
849,female,group C,high school,standard,Incomplete,59,72,68,66.3,68.0,6.66,72,59,199,Pass,Average
850,male,group D,associate's degree,standard,Incomplete,80,75,69,74.7,75.0,5.51,80,69,224,Pass,Good
851,male,group C,master's degree,standard,Incomplete,71,67,67,68.3,67.0,2.31,71,67,205,Pass,Good
852,female,group A,high school,standard,Incomplete,61,68,63,64.0,63.0,3.61,68,61,192,Pass,Average
853,female,group E,partial college,standard,Incomplete,87,85,93,88.3,87.0,4.16,93,85,265,Pass,Excellent
854,male,group E,partial high school,standard,Incomplete,82,67,61,70.0,67.0,10.82,82,61,210,Pass,Good
855,male,group C,partial high school,standard,Incomplete,62,64,55,60.3,62.0,4.73,64,55,181,Pass,Average
856,female,group B,bachelor's degree,standard,Incomplete,97,97,96,96.7,97.0,0.58,97,96,290,Pass,Excellent
857,male,group B,partial college,reduced,Incomplete,75,68,65,69.3,68.0,5.13,75,65,208,Pass,Good
858,female,group C,bachelor's degree,standard,Incomplete,65,79,81,75.0,79.0,8.72,81,65,225,Pass,Good
859,male,group B,high school,standard,completed,52,49,46,49.0,49.0,3.00,52,46,147,Pass,Average
860,male,group C,associate's degree,reduced,Incomplete,87,73,72,77.3,73.0,8.39,87,72,232,Pass,Good
861,female,group C,associate's degree,standard,Incomplete,53,62,53,56.0,53.0,5.20,62,53,168,Pass,Average
862,female,group E,master's degree,reduced,Incomplete,81,86,87,84.7,86.0,3.21,87,81,254,Pass,Excellent
863,male,group D,bachelor's degree,reduced,completed,39,42,38,39.7,39.0,2.08,42,38,119,Fail,Poor
864,female,group C,partial college,standard,completed,71,71,80,74.0,71.0,5.20,80,71,222,Pass,Good
865,male,group C,associate's degree,standard,Incomplete,97,93,91,93.7,93.0,3.06,97,91,281,Pass,Excellent
866,male,group D,partial college,standard,completed,82,82,88,84.0,82.0,3.46,88,82,252,Pass,Excellent
867,male,group C,high school,reduced,Incomplete,59,53,52,54.7,53.0,3.79,59,52,164,Pass,Average
868,male,group B,associate's degree,standard,Incomplete,61,42,41,48.0,42.0,11.27,61,41,144,Pass,Average
869,male,group E,associate's degree,reduced,completed,78,74,72,74.7,74.0,3.06,78,72,224,Pass,Good
870,male,group C,associate's degree,reduced,Incomplete,49,51,51,50.3,51.0,1.15,51,49,151,Pass,Average
871,male,group B,high school,standard,Incomplete,59,58,47,54.7,58.0,6.66,59,47,164,Pass,Average
872,female,group C,partial college,standard,completed,70,72,76,72.7,72.0,3.06,76,70,218,Pass,Good
873,male,group B,associate's degree,standard,completed,82,84,78,81.3,82.0,3.06,84,78,244,Pass,Good
874,male,group E,associate's degree,reduced,Incomplete,90,90,82,87.3,90.0,4.62,90,82,262,Pass,Excellent
875,female,group C,bachelor's degree,reduced,Incomplete,43,62,61,55.3,61.0,10.69,62,43,166,Pass,Average
876,male,group C,partial college,reduced,Incomplete,80,64,66,70.0,66.0,8.72,80,64,210,Pass,Good
877,male,group D,partial college,standard,Incomplete,81,82,84,82.3,82.0,1.53,84,81,247,Pass,Good
878,male,group C,partial high school,standard,Incomplete,57,61,54,57.3,57.0,3.51,61,54,172,Pass,Average
879,female,group D,partial high school,standard,Incomplete,59,72,80,70.3,72.0,10.60,80,59,211,Pass,Good
880,female,group D,associate's degree,standard,Incomplete,64,76,74,71.3,74.0,6.43,76,64,214,Pass,Good
881,male,group C,bachelor's degree,standard,completed,63,64,66,64.3,64.0,1.53,66,63,193,Pass,Average
882,female,group E,bachelor's degree,standard,completed,71,70,70,70.3,70.0,0.58,71,70,211,Pass,Good
883,female,group B,high school,reduced,Incomplete,64,73,71,69.3,71.0,4.73,73,64,208,Pass,Good
884,male,group D,bachelor's degree,reduced,Incomplete,55,46,44,48.3,46.0,5.86,55,44,145,Pass,Average
885,female,group E,associate's degree,standard,Incomplete,51,51,54,52.0,51.0,1.73,54,51,156,Pass,Average
886,female,group C,associate's degree,standard,completed,62,76,80,72.7,76.0,9.45,80,62,218,Pass,Good
887,female,group E,associate's degree,standard,completed,93,100,95,96.0,95.0,3.61,100,93,288,Pass,Excellent
888,male,group C,high school,reduced,Incomplete,54,72,59,61.7,59.0,9.29,72,54,185,Pass,Average
889,female,group D,partial college,reduced,Incomplete,69,65,74,69.3,69.0,4.51,74,65,208,Pass,Good
890,male,group D,high school,reduced,Incomplete,44,51,48,47.7,48.0,3.51,51,44,143,Pass,Average
891,female,group E,partial college,standard,completed,86,85,91,87.3,86.0,3.21,91,85,262,Pass,Excellent
892,female,group E,associate's degree,standard,Incomplete,85,92,85,87.3,85.0,4.04,92,85,262,Pass,Excellent
893,female,group A,master's degree,reduced,Incomplete,50,67,73,63.3,67.0,11.93,73,50,190,Pass,Average
894,male,group D,partial high school,standard,completed,88,74,75,79.0,75.0,7.81,88,74,237,Pass,Good
895,female,group E,associate's degree,standard,Incomplete,59,62,69,63.3,62.0,5.13,69,59,190,Pass,Average
896,female,group E,partial high school,reduced,Incomplete,32,34,38,34.7,34.0,3.06,38,32,104,Fail,Poor
897,male,group B,high school,reduced,Incomplete,36,29,27,30.7,29.0,4.73,36,27,92,Fail,Poor
898,female,group B,partial high school,reduced,completed,63,78,79,73.3,78.0,8.96,79,63,220,Pass,Good
899,male,group D,associate's degree,standard,completed,67,54,63,61.3,63.0,6.66,67,54,184,Pass,Average
900,female,group D,partial high school,standard,completed,65,78,82,75.0,78.0,8.89,82,65,225,Pass,Good
901,male,group D,master's degree,standard,Incomplete,85,84,89,86.0,85.0,2.65,89,84,258,Pass,Excellent
902,female,group C,master's degree,standard,Incomplete,73,78,74,75.0,74.0,2.65,78,73,225,Pass,Good
903,female,group A,high school,reduced,completed,34,48,41,41.0,41.0,7.00,48,34,123,Fail,Poor
904,female,group D,bachelor's degree,reduced,completed,93,100,100,97.7,100.0,4.04,100,93,293,Pass,Excellent
905,female,group D,partial high school,reduced,Incomplete,67,84,84,78.3,84.0,9.81,84,67,235,Pass,Good
906,male,group D,partial college,standard,Incomplete,88,77,77,80.7,77.0,6.35,88,77,242,Pass,Good
907,male,group B,high school,standard,Incomplete,57,48,51,52.0,51.0,4.58,57,48,156,Pass,Average
908,female,group D,partial college,standard,completed,79,84,91,84.7,84.0,6.03,91,79,254,Pass,Excellent
909,female,group C,bachelor's degree,reduced,Incomplete,67,75,72,71.3,72.0,4.04,75,67,214,Pass,Good
910,male,group E,bachelor's degree,standard,completed,70,64,70,68.0,70.0,3.46,70,64,204,Pass,Good
911,male,group D,bachelor's degree,reduced,Incomplete,50,42,48,46.7,48.0,4.16,50,42,140,Pass,Average
912,female,group A,partial college,standard,Incomplete,69,84,82,78.3,82.0,8.14,84,69,235,Pass,Good
913,female,group C,bachelor's degree,standard,completed,52,61,66,59.7,61.0,7.09,66,52,179,Pass,Average
914,female,group C,bachelor's degree,reduced,completed,47,62,66,58.3,62.0,10.02,66,47,175,Pass,Average
915,female,group B,associate's degree,reduced,Incomplete,46,61,55,54.0,55.0,7.55,61,46,162,Pass,Average
916,female,group E,partial college,standard,Incomplete,68,70,66,68.0,68.0,2.00,70,66,204,Pass,Good
917,male,group E,bachelor's degree,standard,completed,100,100,100,100.0,100.0,0.00,100,100,300,Pass,Excellent
918,female,group C,high school,standard,Incomplete,44,61,52,52.3,52.0,8.50,61,44,157,Pass,Average
919,female,group C,associate's degree,standard,completed,57,77,80,71.3,77.0,12.50,80,57,214,Pass,Good
920,male,group B,partial college,standard,completed,91,96,91,92.7,91.0,2.89,96,91,278,Pass,Excellent
921,male,group D,high school,reduced,Incomplete,69,70,67,68.7,69.0,1.53,70,67,206,Pass,Good
922,female,group C,high school,reduced,Incomplete,35,53,46,44.7,46.0,9.07,53,35,134,Fail,Average
923,male,group D,high school,standard,Incomplete,72,66,66,68.0,66.0,3.46,72,66,204,Pass,Good
924,female,group B,associate's degree,reduced,Incomplete,54,65,65,61.3,65.0,6.35,65,54,184,Pass,Average
925,male,group D,high school,reduced,Incomplete,74,70,69,71.0,70.0,2.65,74,69,213,Pass,Good
926,male,group E,partial high school,standard,completed,74,64,60,66.0,64.0,7.21,74,60,198,Pass,Average
927,male,group E,associate's degree,reduced,Incomplete,64,56,52,57.3,56.0,6.11,64,52,172,Pass,Average
928,female,group D,high school,reduced,completed,65,61,71,65.7,65.0,5.03,71,61,197,Pass,Average
929,male,group E,associate's degree,reduced,completed,46,43,44,44.3,44.0,1.53,46,43,133,Pass,Average
930,female,group C,partial high school,reduced,Incomplete,48,56,51,51.7,51.0,4.04,56,48,155,Pass,Average
931,male,group C,partial college,reduced,completed,67,74,70,70.3,70.0,3.51,74,67,211,Pass,Good
932,male,group D,partial college,reduced,Incomplete,62,57,62,60.3,62.0,2.89,62,57,181,Pass,Average
933,male,group D,associate's degree,reduced,completed,61,71,73,68.3,71.0,6.43,73,61,205,Pass,Good
934,male,group C,bachelor's degree,reduced,completed,70,75,74,73.0,74.0,2.65,75,70,219,Pass,Good
935,male,group C,associate's degree,standard,completed,98,87,90,91.7,90.0,5.69,98,87,275,Pass,Excellent
936,male,group D,partial college,reduced,Incomplete,70,63,58,63.7,63.0,6.03,70,58,191,Pass,Average
937,male,group A,associate's degree,standard,Incomplete,67,57,53,59.0,57.0,7.21,67,53,177,Pass,Average
938,female,group E,high school,reduced,Incomplete,57,58,57,57.3,57.0,0.58,58,57,172,Pass,Average
939,male,group D,partial college,standard,completed,85,81,85,83.7,85.0,2.31,85,81,251,Pass,Excellent
940,male,group D,partial high school,standard,completed,77,68,69,71.3,69.0,4.93,77,68,214,Pass,Good
941,male,group C,master's degree,reduced,completed,72,66,72,70.0,72.0,3.46,72,66,210,Pass,Good
942,female,group D,master's degree,standard,Incomplete,78,91,96,88.3,91.0,9.29,96,78,265,Pass,Excellent
943,male,group C,high school,standard,Incomplete,81,66,64,70.3,66.0,9.29,81,64,211,Pass,Good
944,male,group A,partial high school,reduced,completed,61,62,61,61.3,61.0,0.58,62,61,184,Pass,Average
945,female,group B,high school,standard,Incomplete,58,68,61,62.3,61.0,5.13,68,58,187,Pass,Average
946,female,group C,associate's degree,standard,Incomplete,54,61,58,57.7,58.0,3.51,61,54,173,Pass,Average
947,male,group B,high school,standard,Incomplete,82,82,80,81.3,82.0,1.15,82,80,244,Pass,Good
948,female,group D,partial college,reduced,Incomplete,49,58,60,55.7,58.0,5.86,60,49,167,Pass,Average
949,male,group B,partial high school,reduced,completed,49,50,52,50.3,50.0,1.53,52,49,151,Pass,Average
950,female,group E,high school,reduced,completed,57,75,73,68.3,73.0,9.87,75,57,205,Pass,Good
951,male,group E,high school,standard,Incomplete,94,73,71,79.3,73.0,12.74,94,71,238,Pass,Good
952,female,group D,partial college,standard,completed,75,77,83,78.3,77.0,4.16,83,75,235,Pass,Good
953,female,group E,partial high school,reduced,Incomplete,74,74,72,73.3,74.0,1.15,74,72,220,Pass,Good
954,male,group C,high school,standard,completed,58,52,54,54.7,54.0,3.06,58,52,164,Pass,Average
955,female,group C,partial college,standard,Incomplete,62,69,69,66.7,69.0,4.04,69,62,200,Pass,Good
956,male,group E,associate's degree,standard,Incomplete,72,57,62,63.7,62.0,7.64,72,57,191,Pass,Average
957,male,group C,partial college,standard,Incomplete,84,87,81,84.0,84.0,3.00,87,81,252,Pass,Excellent
958,female,group D,master's degree,standard,Incomplete,92,100,100,97.3,100.0,4.62,100,92,292,Pass,Excellent
959,female,group D,high school,standard,Incomplete,45,63,59,55.7,59.0,9.45,63,45,167,Pass,Average
960,male,group C,high school,standard,Incomplete,75,81,71,75.7,75.0,5.03,81,71,227,Pass,Good
961,female,group A,partial college,standard,Incomplete,56,58,64,59.3,58.0,4.16,64,56,178,Pass,Average
962,female,group D,partial high school,reduced,Incomplete,48,54,53,51.7,53.0,3.21,54,48,155,Pass,Average
963,female,group E,associate's degree,standard,Incomplete,100,100,100,100.0,100.0,0.00,100,100,300,Pass,Excellent
964,female,group C,partial high school,reduced,completed,65,76,75,72.0,75.0,6.08,76,65,216,Pass,Good
965,male,group D,partial college,standard,Incomplete,72,57,58,62.3,58.0,8.39,72,57,187,Pass,Average
966,female,group D,partial college,standard,Incomplete,62,70,72,68.0,70.0,5.29,72,62,204,Pass,Good
967,male,group A,partial high school,standard,completed,66,68,64,66.0,66.0,2.00,68,64,198,Pass,Average
968,male,group C,partial college,standard,Incomplete,63,63,60,62.0,63.0,1.73,63,60,186,Pass,Average
969,female,group E,associate's degree,standard,Incomplete,68,76,67,70.3,68.0,4.93,76,67,211,Pass,Good
970,female,group B,bachelor's degree,standard,Incomplete,75,84,80,79.7,80.0,4.51,84,75,239,Pass,Good
971,female,group D,bachelor's degree,standard,Incomplete,89,100,100,96.3,100.0,6.35,100,89,289,Pass,Excellent
972,male,group C,partial high school,standard,completed,78,72,69,73.0,72.0,4.58,78,69,219,Pass,Good
973,female,group A,high school,reduced,completed,53,50,60,54.3,53.0,5.13,60,50,163,Pass,Average
974,female,group D,partial college,reduced,Incomplete,49,65,61,58.3,61.0,8.33,65,49,175,Pass,Average
975,female,group A,partial college,standard,Incomplete,54,63,67,61.3,63.0,6.66,67,54,184,Pass,Average
976,female,group C,partial college,standard,completed,64,82,77,74.3,77.0,9.29,82,64,223,Pass,Good
977,male,group B,partial college,reduced,completed,60,62,60,60.7,60.0,1.15,62,60,182,Pass,Average
978,male,group C,associate's degree,standard,Incomplete,62,65,58,61.7,62.0,3.51,65,58,185,Pass,Average
979,male,group D,high school,standard,completed,55,41,48,48.0,48.0,7.00,55,41,144,Pass,Average
980,female,group C,associate's degree,standard,Incomplete,91,95,94,93.3,94.0,2.08,95,91,280,Pass,Excellent
981,female,group B,high school,reduced,Incomplete,8,24,23,18.3,23.0,8.96,24,8,55,Fail,Poor
982,male,group D,partial high school,standard,Incomplete,81,78,78,79.0,78.0,1.73,81,78,237,Pass,Good
983,male,group B,partial high school,standard,completed,79,85,86,83.3,85.0,3.79,86,79,250,Pass,Excellent
984,female,group A,partial college,standard,completed,78,87,91,85.3,87.0,6.66,91,78,256,Pass,Excellent
985,female,group C,partial high school,standard,Incomplete,74,75,82,77.0,75.0,4.36,82,74,231,Pass,Good
986,male,group A,high school,standard,Incomplete,57,51,54,54.0,54.0,3.00,57,51,162,Pass,Average
987,female,group C,associate's degree,standard,Incomplete,40,59,51,50.0,51.0,9.54,59,40,150,Pass,Average
988,male,group E,partial high school,standard,completed,81,75,76,77.3,76.0,3.21,81,75,232,Pass,Good
989,female,group A,partial high school,reduced,Incomplete,44,45,45,44.7,45.0,0.58,45,44,134,Pass,Average
990,female,group D,partial college,reduced,completed,67,86,83,78.7,83.0,10.21,86,67,236,Pass,Good
991,male,group E,high school,reduced,completed,86,81,75,80.7,81.0,5.51,86,75,242,Pass,Good
992,female,group B,partial high school,standard,completed,65,82,78,75.0,78.0,8.89,82,65,225,Pass,Good
993,female,group D,associate's degree,reduced,Incomplete,55,76,76,69.0,76.0,12.12,76,55,207,Pass,Good
994,female,group D,bachelor's degree,reduced,Incomplete,62,72,74,69.3,72.0,6.43,74,62,208,Pass,Good
995,male,group A,high school,standard,Incomplete,63,63,62,62.7,63.0,0.58,63,62,188,Pass,Average
996,female,group E,master's degree,standard,completed,88,99,95,94.0,95.0,5.57,99,88,282,Pass,Excellent
997,male,group C,high school,reduced,Incomplete,62,55,55,57.3,55.0,4.04,62,55,172,Pass,Average
998,female,group C,high school,reduced,completed,59,71,65,65.0,65.0,6.00,71,59,195,Pass,Average
999,female,group D,partial college,standard,completed,68,78,77,74.3,77.0,5.51,78,68,223,Pass,Good
1000,female,group D,partial college,reduced,Incomplete,77,86,86,83.0,86.0,5.20,86,77,249,Pass,Good
